,texto,polaridad
276,Vía: RT Documentary,Neutral
277,Véalo completo: https://youtu.be/d-ZJxMFT50U La hermana André es una monja con 117 que es la persona más anciana de Europa y superó recientemente el covid-19. Moscú continúa lidiando con una de las mayores nevadas de los últimos tiempos y se estima que la tasa de precipitación de nieve puede batir un récord de 65 años.,Neutral
278,"La ciudad sufre grandes nevadas todos los inviernos boreales, así que sus servicios de limpieza trabajan duro para limpiar las calles de la capital de Rusia. El bloguero gastronómico Aslán Gabúyev es de Vladikavkaz (Osetia del Norte, Rusia), desde hace un año prepara comidas para personas necesitados en Osetia del Norte y cuenta con 125.000 suscriptores en su cuenta de Instagram. Gabby Tuft, exestrella de lucha libre en EE.UU., anunció que es transgénero y quiso compartir en redes sociales su proceso de transición, en el que contó con el apoyo de su familia y amigos. El empresario, profesor, economista y conferenciante español Emilio Duró explica durante su entrevista a RT en Español de qué se arrepienten las personas que vivieron 100 años.",Neutral
279,❗ Continúa el juicio político contra Donald Trump,Neutral
280,"Esta gente vio a sus seres queridos moviéndose por primera vez en años gracias a la tecnología 'deepfake'. ¡Sus reacciones son tan conmovedoras! ❤️ 😭 La taiwanesa Yi-Fei Chen creó un arma que, en vez de balas, dispara lágrimas. El usuario se coloca una máscara con una taza de silicio que recoge las lágrimas, que después se congelan en una cápsula pasando a convertirse en ‘munición’ La Policía de Fontana (EE.UU.) publicó un video de la cámara corporal de un oficial que muestra la tensa confrontación entre el agente y un hombre que sufría un episodio de angustia emocional y se negaba a soltar su 'arma'. Reaccionan a 'deepfakes' de sus padres y parientes fallecidos",Neutral
281,"Esta gente vio a sus seres queridos moviéndose por primera vez en años gracias a la tecnología 'deepfake'. ¡Sus reacciones son tan conmovedoras! ❤️ 😭 El secuestro de Sarah Everard en Londres y la posterior aparición de su cadáver más de una semana después conmocionaron a los habitantes de Reino Unido y reavivaron un debate nacional sobre la inseguridad en las calles, sobre todo para las mujeres. Antiguos estudiantes de la Universidad Técnica de Delft (Países Bajos) desarrollaron una tecnología con drones equipados con sistemas de seguimiento para rastrear y matar polillas en invernaderos. August Landmesser pasó a la historia como el alemán que se negó a saludar a Adolf Hitler y se quedó de brazos cruzados: ese hombre tenía poderosos motivos para comportarse así. Moshir Al Hazmi, un joven de 16 años que vive en Saná, siente mucha nostalgia por cómo era Yemen antes de la guerra que asola ese país, así que crea maquetas de edificios destruidos durante ese conflicto y ya recibió varios premios por esa tarea Los traficantes recurren a métodos cada vez más ocurrentes para transportar estupefacientes por el mundo, pero no todos tienen éxito. Estos son los descubrimientos más interesantes. Desmienten una teoría científica vigente más de 300 años",Neutral
282,"https://sharqiyahbaja.com/ Ni las acusaciones de brutalidad policial, ni sus conocimientos de español ayudaron a esta mujer a evitar el arresto. Y todo por no querer ponerse la mascarilla en una oficina de banco. ❗️ La Comisión Europea admite errores en la estrategia de vacunación",Neutral
283,"Vea más documentales en nuestro canal https://www.youtube.com/DocumentalesdeRT Los sentidos de los animales funcionan de manera diferente a los de los humanos, así que la compañía HomeAdvisor comparó las maneras que tenemos de ver los objetos. La legisladora mexicana Cynthia López Castro puso un ejemplo curioso durante su argumentación para mostrarse en contra del proyecto para aprobar el consumo de marihuana en su país, normativa que salió adelante.",Neutral
284,March 12 at 5:45 PM ·,Neutral
285,El discurso antimarihuana de una diputada mexicana se vuelve viral,Neutral
286,❗️ La Policía de Bolivia captura a la expresidenta 'de facto' Jeanine Áñez,Neutral
287,"Esta gente vio a sus seres queridos moviéndose por primera vez en años gracias a la tecnología 'deepfake'. ¡Sus reacciones son tan conmovedoras! ❤️ 😭 El secuestro de Sarah Everard en Londres y la posterior aparición de su cadáver más de una semana después conmocionaron a los habitantes de Reino Unido y reavivaron un debate nacional sobre la inseguridad en las calles, sobre todo para las mujeres. Antiguos estudiantes de la Universidad Técnica de Delft (Países Bajos) desarrollaron una tecnología con drones equipados con sistemas de seguimiento para rastrear y matar polillas en invernaderos. August Landmesser pasó a la historia como el alemán que se negó a saludar a Adolf Hitler y se quedó de brazos cruzados: ese hombre tenía poderosos motivos para comportarse así. Moshir Al Hazmi, un joven de 16 años que vive en Saná, siente mucha nostalgia por cómo era Yemen antes de la guerra que asola ese país, así que crea maquetas de edificios destruidos durante ese conflicto y ya recibió varios premios por esa tarea Los traficantes recurren a métodos cada vez más ocurrentes para transportar estupefacientes por el mundo, pero no todos tienen éxito. Estos son los descubrimientos más interesantes. Desmienten una teoría científica vigente más de 300 años",Neutral
288,"https://sharqiyahbaja.com/ Ni las acusaciones de brutalidad policial, ni sus conocimientos de español ayudaron a esta mujer a evitar el arresto. Y todo por no querer ponerse la mascarilla en una oficina de banco. ❗️ La Comisión Europea admite errores en la estrategia de vacunación",Neutral
289,"Vea más documentales en nuestro canal https://www.youtube.com/DocumentalesdeRT Los sentidos de los animales funcionan de manera diferente a los de los humanos, así que la compañía HomeAdvisor comparó las maneras que tenemos de ver los objetos. La legisladora mexicana Cynthia López Castro puso un ejemplo curioso durante su argumentación para mostrarse en contra del proyecto para aprobar el consumo de marihuana en su país, normativa que salió adelante.",Neutral
290,March 12 at 5:45 PM ·,Neutral
291,El discurso antimarihuana de una diputada mexicana se vuelve viral,Neutral
292,❗️ La Policía de Bolivia captura a la expresidenta 'de facto' Jeanine Áñez,Neutral
293,https://www.facebook.com/cibo.oooo/,Neutral
294,March 12 at 5:30 PM ·,Neutral
295,"""Primero asesinan y luego roban"": la alcaldesa de Bogotá señala de nuevo a los venezolanos",Neutral
296,"❗️ La ONU presenta su informe sobre los pueblos indígenas 2017: “Bravo, un juez imparcial condenó a Lula”",Neutral
297,"2019: “Uy, el juez imparcial fue nombrado ministro por Bolsonaro, el rival de Lula”",Neutral
298,"2021: “Upa, anularon todas las sentencias del juez imparcial”",Neutral
299,"Un gran objeto de origen desconocido iluminó el cielo de Siberia el pasado 11 de marzo y los habitantes de esa zona de Rusia pensaron que era un cuerpo celeste, pero se trataba de una plataforma con baterías que pesaba 2,5 toneladas y arrojaron desde la Estación Espacial Internacional ese mismo día. La NASA estima que ese objeto, la basura más pesada procedente de la EEI, tardará entre dos y cuatro años en abandonar la órbita terrestre. Un conductor de Uber pidió a dos de sus tres pasajeras que usaran mascarilla dentro de su auto y le insultaron, tosieron en la cara y agredieron, mientras que una habría rociado el interior del vehículo con gas pimienta tras salir. La existencia de Rusia y el hecho de que muestre la capacidad de proteger sus intereses nacionales son la causa de las restricciones en materia económica políticamente motivadas, afirmó Vladímir Putin. ❗️ Austria denuncia un reparto desigual de vacunas en la UE",Neutral
300,March 9 at 7:21 PM ·,Neutral
301,"❗️ En EEUU, aumentó en un 28% el número de detenciones de migrantes en la frontera Científicos del Instituto Politécnico Nacional de México crearon y patentaron una mascarilla nasal que se puede mantener puesta al comer o beber. Se cumplen 10 años de uno de los terremotos más devastadores registrados en el mundo, un fenómeno que provocó un tsunami que mató a más de 18.000 personas y provocó la catástrofe en la planta Nuclear de Fukushima (Japón). Estas fotografías muestran diferentes lugares antes y después de la tragedia, así como su estado actual. El presidente de Rusia, Vladímir Putin, cifró el mercado mundial de vacunas contra el coronavirus en alrededor de 100.000 millones de dólares y destacó cómo se comportan los competidores de su país. ""No sigan ninguna decisión imbécil del presidente"".",Neutral
302,March 11 at 6:00 PM ·,Neutral
303,Lula critica el modo en que Bolsonaro gestiona la pandemia,Neutral
304,❗️ La Casa Blanca insta a no cruzar la frontera sur de EE.UU.,Neutral
305,❗️ El Parlamento Europeo levanta la inmunidad de Carles Puigdemont Se escuchan comentarios machistas en la retransmisión de los Premios Goya del cine español,Neutral
306,March 9 at 7:00 PM ·,Neutral
307,Se escuchan comentarios machistas en la retransmisión de los Premios Goya del cine español,Neutral
308,"➡️ https://es.rt.com/89nu ""La violencia no es la respuesta a todo"", manifestó Bridgett Floyd, la hermana menor de George Floyd, en la primera jornada del juicio contra el expolicía Derek Chauvin, acusado de matar a su hermano cuando le detuvo en Mineápolis (Minnesota, EE.UU.) en mayo de 2020. Un día como hoy de 1934 nació el cosmonauta soviético Yuri Gagarin, quien fue el primer ser humano en el espacio el 12 de abril de 1961 a bordo de la nave Vostok-1 ❗️ El Parlamento Europeo levanta la inmunidad de Carles Puigdemont",Neutral
309,"Los felinos se mueven de manera grácil y precisa incluso por terrenos difíciles gracias al registro directo, por el que posan las patas traseras justo donde se encontraban las delanteras Niño esclavizado desde los 4 años se convirtió en luchador contra la explotación infantil",Neutral
310,"Iqbal Masih trabajó como esclavo desde los 4 años para pagar las deudas de su familia, escapó al cabo del tiempo y liberó a miles de menores que se encontraban en la misma situación… hasta que murió baleado. Una actriz demuestra cómo una misma frase puede significar cosas distintas",Neutral
311,"Elena de Lara, una actriz española, publicó en su cuenta de Twitter un video en el que muestra cómo la entonación puede cambiar totalmente el significado de una misma frase. El caviar negro es uno de los manjares más famosos y caros del mundo, un frasco de 50 gramos suele rondar los 60 dólares, pero no siempre fue así: Rusia tenía tanto caviar en el siglo XII que era asequible para cualquiera. La taiwanesa Yi-Fei Chen creó un arma que, en vez de balas, dispara lágrimas. El usuario se coloca una máscara con una taza de silicio que recoge las lágrimas, que después se congelan en una cápsula pasando a convertirse en ‘munición’ La Policía de Fontana (EE.UU.) publicó un video de la cámara corporal de un oficial que muestra la tensa confrontación entre el agente y un hombre que sufría un episodio de angustia emocional y se negaba a soltar su 'arma'. Reaccionan a 'deepfakes' de sus padres y parientes fallecidos",Neutral
312,"Esta gente vio a sus seres queridos moviéndose por primera vez en años gracias a la tecnología 'deepfake'. ¡Sus reacciones son tan conmovedoras! ❤️ 😭 El secuestro de Sarah Everard en Londres y la posterior aparición de su cadáver más de una semana después conmocionaron a los habitantes de Reino Unido y reavivaron un debate nacional sobre la inseguridad en las calles, sobre todo para las mujeres. Antiguos estudiantes de la Universidad Técnica de Delft (Países Bajos) desarrollaron una tecnología con drones equipados con sistemas de seguimiento para rastrear y matar polillas en invernaderos. August Landmesser pasó a la historia como el alemán que se negó a saludar a Adolf Hitler y se quedó de brazos cruzados: ese hombre tenía poderosos motivos para comportarse así. Moshir Al Hazmi, un joven de 16 años que vive en Saná, siente mucha nostalgia por cómo era Yemen antes de la guerra que asola ese país, así que crea maquetas de edificios destruidos durante ese conflicto y ya recibió varios premios por esa tarea Los traficantes recurren a métodos cada vez más ocurrentes para transportar estupefacientes por el mundo, pero no todos tienen éxito. Estos son los descubrimientos más interesantes. Desmienten una teoría científica vigente más de 300 años",Neutral
313,"https://sharqiyahbaja.com/ Ni las acusaciones de brutalidad policial, ni sus conocimientos de español ayudaron a esta mujer a evitar el arresto. Y todo por no querer ponerse la mascarilla en una oficina de banco. ❗️ La Comisión Europea admite errores en la estrategia de vacunación",Neutral
314,"Vea más documentales en nuestro canal https://www.youtube.com/DocumentalesdeRT Los sentidos de los animales funcionan de manera diferente a los de los humanos, así que la compañía HomeAdvisor comparó las maneras que tenemos de ver los objetos. La legisladora mexicana Cynthia López Castro puso un ejemplo curioso durante su argumentación para mostrarse en contra del proyecto para aprobar el consumo de marihuana en su país, normativa que salió adelante.",Neutral
315,March 12 at 5:45 PM ·,Neutral
316,El discurso antimarihuana de una diputada mexicana se vuelve viral,Neutral
317,❗️ La Policía de Bolivia captura a la expresidenta 'de facto' Jeanine Áñez,Neutral
318,https://www.facebook.com/cibo.oooo/,Neutral
319,March 12 at 5:30 PM ·,Neutral
320,"""Primero asesinan y luego roban"": la alcaldesa de Bogotá señala de nuevo a los venezolanos",Neutral
321,"❗️ La ONU presenta su informe sobre los pueblos indígenas 2017: “Bravo, un juez imparcial condenó a Lula”",Neutral
322,"2019: “Uy, el juez imparcial fue nombrado ministro por Bolsonaro, el rival de Lula”",Neutral
323,"2021: “Upa, anularon todas las sentencias del juez imparcial”",Neutral
324,"Un gran objeto de origen desconocido iluminó el cielo de Siberia el pasado 11 de marzo y los habitantes de esa zona de Rusia pensaron que era un cuerpo celeste, pero se trataba de una plataforma con baterías que pesaba 2,5 toneladas y arrojaron desde la Estación Espacial Internacional ese mismo día. La NASA estima que ese objeto, la basura más pesada procedente de la EEI, tardará entre dos y cuatro años en abandonar la órbita terrestre. Un conductor de Uber pidió a dos de sus tres pasajeras que usaran mascarilla dentro de su auto y le insultaron, tosieron en la cara y agredieron, mientras que una habría rociado el interior del vehículo con gas pimienta tras salir. La existencia de Rusia y el hecho de que muestre la capacidad de proteger sus intereses nacionales son la causa de las restricciones en materia económica políticamente motivadas, afirmó Vladímir Putin. ❗️ Austria denuncia un reparto desigual de vacunas en la UE",Neutral
325,March 9 at 7:21 PM ·,Neutral
326,"❗️ En EEUU, aumentó en un 28% el número de detenciones de migrantes en la frontera Científicos del Instituto Politécnico Nacional de México crearon y patentaron una mascarilla nasal que se puede mantener puesta al comer o beber. Se cumplen 10 años de uno de los terremotos más devastadores registrados en el mundo, un fenómeno que provocó un tsunami que mató a más de 18.000 personas y provocó la catástrofe en la planta Nuclear de Fukushima (Japón). Estas fotografías muestran diferentes lugares antes y después de la tragedia, así como su estado actual. El presidente de Rusia, Vladímir Putin, cifró el mercado mundial de vacunas contra el coronavirus en alrededor de 100.000 millones de dólares y destacó cómo se comportan los competidores de su país. ""No sigan ninguna decisión imbécil del presidente"".",Neutral
327,March 11 at 6:00 PM ·,Neutral
328,Lula critica el modo en que Bolsonaro gestiona la pandemia,Neutral
329,❗️ La Casa Blanca insta a no cruzar la frontera sur de EE.UU.,Neutral
330,❗️ El Parlamento Europeo levanta la inmunidad de Carles Puigdemont Se escuchan comentarios machistas en la retransmisión de los Premios Goya del cine español,Neutral
331,March 9 at 7:00 PM ·,Neutral
332,Se escuchan comentarios machistas en la retransmisión de los Premios Goya del cine español,Neutral
333,"➡️ https://es.rt.com/89nu ""La violencia no es la respuesta a todo"", manifestó Bridgett Floyd, la hermana menor de George Floyd, en la primera jornada del juicio contra el expolicía Derek Chauvin, acusado de matar a su hermano cuando le detuvo en Mineápolis (Minnesota, EE.UU.) en mayo de 2020. Un día como hoy de 1934 nació el cosmonauta soviético Yuri Gagarin, quien fue el primer ser humano en el espacio el 12 de abril de 1961 a bordo de la nave Vostok-1 ❗️ El Parlamento Europeo levanta la inmunidad de Carles Puigdemont",Neutral
334,"Los felinos se mueven de manera grácil y precisa incluso por terrenos difíciles gracias al registro directo, por el que posan las patas traseras justo donde se encontraban las delanteras Niño esclavizado desde los 4 años se convirtió en luchador contra la explotación infantil",Neutral
335,"Iqbal Masih trabajó como esclavo desde los 4 años para pagar las deudas de su familia, escapó al cabo del tiempo y liberó a miles de menores que se encontraban en la misma situación… hasta que murió baleado. Una actriz demuestra cómo una misma frase puede significar cosas distintas",Neutral
336,"Elena de Lara, una actriz española, publicó en su cuenta de Twitter un video en el que muestra cómo la entonación puede cambiar totalmente el significado de una misma frase. El caviar negro es uno de los manjares más famosos y caros del mundo, un frasco de 50 gramos suele rondar los 60 dólares, pero no siempre fue así: Rusia tenía tanto caviar en el siglo XII que era asequible para cualquiera. Una usuaria de TikTok acusó de racismo a los responsables de un comercio de Walmart ubicado en Kentucky (EE.UU.) porque solo ponían alarmas al maquillaje que emplean personas de piel oscura. Presentadores de un canal español mostraron un video de broma en el que ciudadanos rusos son vacunados por la fuerza, sin comentar en ningún momento que el montaje era falso.",Neutral
337,March 6 at 10:02 PM ·,Neutral
338,“Brigadas médicas” que “te obligan a vacunarte” en Rusia,Neutral
339,"En un programa del canal español LaSexta mostraron, comentaron y dieron credibilidad a un video de broma publicado en el canal de YouTube ruso BARAKuda en el que 'grupos sanitarios' irrumpen en los hogares y vacunan por la fuerza a los ciudadanos “Brigadas médicas” que “te obligan a vacunarte” en Rusia",Neutral
340,"En un programa del canal español LaSexta mostraron, comentaron y dieron credibilidad a un video de broma publicado en el canal de YouTube ruso BARAKuda en el que 'grupos sanitarios' irrumpen en los hogares y vacunan por la fuerza a los ciudadanos Una bañista se niega a ponerse mascarilla en una playa de Chile",Neutral
341,Fiscalizadores pidieron a una bañista que tomaba el sol en una playa de Zapallar (Chile) que se pusiera una mascarilla: esa mujer primero se negó y solo accedió tras la insistencia de las autoridades. Detienen a un preso fugado por salir de casa para comprar el juego 'Call Of Duty',Neutral
342,"Un delincuente que se había fugado de la cárcel donde cumplía una sentencia de 17 años de prisión por robo a mano armada fue detenido cuando abandonó su encierro domiciliario para ir a Birmingham (Inglaterra, Reino Unido) a comprar el último juego de la saga 'Call of Duty'. Marinos de Tailandia rescatan a cuatro gatos náufragos",Neutral
343,"Marinos de Tailandia rescataron a cuatro gatos de un barco que se hundía en el mar de Andamán. John Smyly, oficial de Policía de Colorado (EE.UU.), confrontó durante más de 20 minutos a un estudiante negro que se encontraba recogiendo basura frente a su residencia. Una investigación independiente concluyó que su interacción con el joven ""cumplió o superó"" los estándares policiales y no encontró señales de racismo en su actuación. El agente acabó dimitiendo a consecuencia del escándalo que provocó el incidente. Durante la Guerra Fría, EE.UU. empleó diversos medios para intentar demostrar la ""superioridad"" de su economía. En 1949, utilizó los dibujos animados 'Meet King Joe' para afirmar que los estadounidenses eran ""los reyes de los trabajadores del mundo"". Israel ofrece pasaportes de vacunación para sus ciudadanos",Neutral
344,"El primer ministro de Israel, Benjamín Netanyahu, visitó el pasado 4 de marzo un gimnasio de Modín junto con la primera ministra de Dinamarca, Mette Frederiksen, y el canciller de Austria, Sebastian Kurz, para observar el funcionamiento del pase verde que su país estableció para que los israelíes vacunados contra el covid-19 o que se recuperaron de esa enfermedad puedan retomar determinadas actividades cotidianas. Un joven vietnamita afirmó que no encontraba trabajo debido a su físico, por lo que decidió someterse a varias operaciones de cirugía estética. Tras pasar por el quirófano, fue contratado como modelo. Croacia sufrió el pasado diciembre dos graves terremotos de magnitud 5,2 y 6,3 que ocasionaron la muerte de al menos 7 personas y provocaron la aparición de un centenar de socavones en tan solo dos meses. El presidente de Brasil, Jair Bolsonaro, pidió el 4 de marzo a sus conciudadanos que dejen de 'lloriquear' por el covid-19 en un discurso pronunciado después de que el país registrara dos días consecutivos de récords en número de muertes. Numerosos internautas se indignaron en las redes por sus palabras y recordaron el momento cuando él estuvo hospitalizado y cuando habló entre lágrimas del apuñalamiento que sufrió durante la campaña electoral. Desde la izquierda, muchos lo comparan con Trump o Bolsonaro. Desde la derecha, la comparación es con Hugo Chávez. Pero sea lo que sea, Bukele sigue ganando elecciones en El Salvador Un grupo de 168 indígenas que residían en el departamento de Antioquia (Colombia) tuvieron que abandonar su comunidad ante las amenazas del Ejército de Liberación Nacional. Una nueva variante de coronavirus siembra temor en el mundo",Neutral
345,"Un año después del inicio de la pandemia, Brasil vive un momento dramático a medida que aumentan los fallecidos y contagiados, crece el riesgo de colapso hospitalario, regresan las medidas de cuarentena y se propaga una nueva variante del covid-19 potencialmente más contagiosa que genera preocupa enormemente a escala mundial. El papa Francisco aterriza en Irak Un piloto que realizaba su primera práctica de vuelo en Australia se vio obligado a aterrizar de emergencia después de que su instructor perdiera el conocimiento en plena lección. China se convierte en el primer país con más de 1.000 multimillonarios",Neutral
346,"China se ha convertido en el primer país del mundo que tiene más de 1.000 multimillonarios: registró 259 nuevos súper ricos en 2020, a pesar de la pandemia mundial de covid-19. El presidente de la República Dominicana, Luis Abinader, aseguró que su país comenzará a construir en su frontera con Haití un muro de 190 kilómetros equipado con sensores de movimiento, cámaras de reconocimiento facial, radares y sistemas de rayos infrarrojos en el segundo semestre de 2021. Amnistía Internacional denuncia abusos de policías en protestas feministas de México",Neutral
347,"La ONG Amnistía Internacional asegura que policías de México cometieron abusos y otros actos violentos contra los derechos humanos de mujeres que participaron en protestas feministas y piden a las autoridades de ese país que garanticen que no se repita esa ""represión"" en las protestas previstas para el próximo 8 de marzo. Una comisión independiente que investiga los casos de pederastia por parte de religiosos de la Iglesia católica de Francia estima que al menos 10.000 niños sufrieron abusos sexuales desde 1950. Estos niños padecen atrofia muscular espinal (AME), una rara enfermedad hereditaria que destruye progresivamente las neuronas motoras inferiores de las personas y hoy en día solo se trata con medicamentos muy caros: uno de esos remedios cuesta más de dos millones de dólares. Las aspas de los aerogeneradores están compuestas por fibra de vidrio elaborada para resistir las inclemencias climáticas y durar unos 20 años así que, como no se reciclan con facilidad, muchas terminan en vertederos porque es la opción más barata… y contaminante.",Neutral
348,February 23 at 8:42 PM ·,Neutral
349,Los aerogeneradores crean un nuevo problema medioambiental,Neutral
350,"Antes parecía que la energía 'verde' de los aerogeneradores era la salvación definitiva para el planeta, pero sus aspas terminan en vertederos y son difíciles de reciclar. Esta versión de un clásico de la música cubana, interpretada por una familia franco-coreana, se convirtió en toda una sensación musical en las redes",Neutral
351,Cortesía: Isaac et Nora Las hermanas del rey de España se habrían vacunado antes de tiempo en EAU,Neutral
352,"Las infantas Elena y Cristina de Borbón, hermanas del rey Felipe VI de España, se habrían vacunado contra el covid-19 antes de lo que les correspondería cuando viajaron a Abu Dabi (EAU) a principios de febrero para visitar a su padre, el rey Juan Carlos. Pepe Perretta es el artista responsable de muchos grandes lienzos que despliegan los hinchas en los estadios de fútbol de Argentina y exportó su arte a otros países del mundo. Concejal de Vox: ""el hombre tiene mucho más rendimiento que la mujer""",Neutral
353,"Rafael Azor, portavoz de Vox en Baza (Andalucía, España), manifestó que no apoya la celebración del Día Internacional de la Mujer y aseguró que los varones ofrecen mejor rendimiento en ciertos deportes. La plataforma genealógica MyHeritage recurrió a la inteligencia artificial para crear Deep Nostalgia, una tecnología que 'da vida' a retratos al dotarlos de movimiento y sirve tanto en fotos de familia como en memes. Alberto Fujimori, expresidente de Perú, se enfrenta a otro juicio por violación de derechos humanos debido a las miles de esterilizaciones forzadas que tuvieron lugar durante su mandato. Las autoridades de Pakistán han creado una brigada policial de patinadores para vigilar zonas de Karachi con calles estrechas. ¿Qué conocemos sobre Emiratos Árabes Unidos? Lujo, petróleo... pero no todo es tan simple como parece. Les explicamos varios aspectos destacados sobre ese país de Oriente Medio Encuentran una oveja perdida con más de 35 kilos de lana",Negativo
354,El espeso pelaje le impedía ver y alimentarse debidamente antes de que los rescatistas pudieran ayudarla. Las discusiones y los empujones durante una multitudinaria asamblea estudiantil habrían provocado que la construcción cediese.,Neutral
355,March 2 at 9:32 PM ·,Neutral
356,Mueren varios estudiantes por el colapso de una baranda en Bolivia,Neutral
357,"Al menos tres estudiantes murieron y otros cinco resultaron heridos de gravedad al colapsar una baranda ubicada en la tercera planta de la Universidad Pública de El Alto (Bolivia). -Bombardeo a Siria, centros de detención para menores migrantes... Admítelo, Biden se parece cada vez más a Trump…",Neutral
358,"-Eso es ridículo, no puedes comparar a Joe Trump con Donald Biden, no tienen nada que ver… ¿De qué te ríes? ¿Qué dije? Miembros de la aerolínea estadounidense Frontier echaron de uno de sus aviones a una familia de judíos ortodoxos debido a que no pusieron mascarilla a su bebé de 18 meses, a pesar de que el reglamento de la compañía solo requiere que lleven tapabocas los mayores de 2 años. Hyundai muestra el concepto de su primer auto autónomo, capaz de 'caminar' y volar con ayuda de drones y que puede usarse hasta en otros planetas",Neutral
359,March 2 at 6:19 PM ·,Neutral
360,"El nuevo robot autónomo de la compañía surcoreana Hyundai Motor lleva objetos a cualquier lugar sin importar las características del terreno y puede resultar útil en situaciones de emergencia. Algunos japoneses sufrieron ""gran dolor psicológico"" después de que les realizaran pruebas anales de covid-19 en China y el secretario jefe del Gabinete de Japón, Katsunobu Kato, anunció el pasado 1 de marzo que la Embajada nipona en ese país había presentado una solicitud formal para solicitar a las autoridades chinas que les eximan de someterse a esos test. El dueño de un bazar previene el secuestro de un bebé en España. Antoine, un actor parisino de 23 años, se metió en la piel de una mujer por un día para saber qué se siente: así fue el experimento social #ÀNotrePlace (en nuestro lugar, en francés) del movimiento Ni Putes Ni Soumises (Ni putas ni sumisas). Así es como George H. W. Bush y Ronald Reagan respondían a una pregunta sobre inmigración ilegal en un debate presidencial para las primarias del Partido Republicano en 1980. Separaron a una embarazada de ocho meses de su marido en la frontera con EE.UU.",Positivo
361,"""No vas a ver más a tu marido"", le dijo un policía de fronteras estadounidense a esta solicitante de asilo salvadoreña embarazada de ocho meses. Dos años después, el sistema de inmigración de EE.UU. todavía no permite que esta familia se reúna. Prometía curar la vejez con testículos de mono",Neutral
362,"Hace un siglo, el doctor Serge Vóronov se hizo famoso porque intentó rejuvenecer a cientos de personas con trasplantes de testículos y ovarios de primates y esta práctica inspiró famosas obras literarias. La historia de las fuerzas de mantenimiento de la paz de la ONU comenzó en 1948, cuando equipos de observadores de ese organismo internacional observaron la tregua entre Israel y diferentes países árabes. Desde entonces, han llevado a cabo más de 70 operaciones, algunas no exentas de graves polémicas. Cerca El Cairo habitan unas 50.000 personas rodeadas de basura: los zabbalín viven de reciclar alrededor del 85 % de los desechos de la capital de Egipto.",Neutral
363,"https://youtu.be/nCtwelpWtJY Conozcan a Sofía, una niña de 7 años de Ekaterimburgo (Rusia) que se está entrenando para convertirse en campeona de levantamiento de peso. Encontraron en la calle a una perrita con las patas vendadas, en una clínica veterinaria confirmaron que sufría varias fracturas y heridas que requerían tratamiento urgente y, tras una larga rehabilitación, ahora vive feliz en su nuevo hogar. La zona recuerda a la famosa ciudad de Pripiat, solo que aquí no hay radiación: la gente huye del lugar por su frío extremo. Así es como se ve ahora a vista de pájaro esta ciudad abandonada. Seis tanquistas británicos sobrevivieron tras pasar 72 horas encerrados en un tanque sobrecalentado sin agua ni comida mientras frenaban ataques de las tropas alemanas durante la Primera Guerra Mundial. ❗️ UE acuerda implementar certificados de vacunación",Neutral
364,"❗️ Por la pandemia, el PIB de México cayó 8.5% en 2020",Neutral
365,➡️ https://es.rt.com/88tf ❗️ Sputnik V se producirá en Argentina,Neutral
366,February 23 at 8:42 PM ·,Neutral
367,Los aerogeneradores crean un nuevo problema medioambiental,Neutral
368,"¿Sabían que el 17 de julio de 1944 miles de prisioneros de guerra nazis desfilaron por las calles de Moscú, en lo que se conoció como la Marcha de los Vencidos? ""Gracias, Bill Gates, por internar jodernos"", es lo que piensan algunas personas en Texas que vieron nieve por primera vez este febrero. Pero todo esto tiene una explicación científica. ❗️ Llegan a México las primeras 200.000 dosis de la Sputnik V",Neutral
369,"A veces, el armamento no funciona como debería, resulta demasiado caro o, simplemente, tiene consecuencias demasiado crueles. Estas son algunas de las armas menos útiles de la Segunda Guerra Mundial. Las inundaciones pronto harán que esta ciudad de EE.UU. resulte inhabitable",Neutral
370,"Los residentes de Ocean City (Nueva Jersey, EE.UU.) están acostumbrados a las frecuentes inundaciones que sufren, pero el fenómeno va en aumento y las autoridades de esta localidad invierten dinero para arreglar un problema que no tiene fácil solución.",Neutral
